rule,support,confidence
芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.015,0.933
剁椒鱼头---自制猪肉脯---蒙古烤羊腿---凉拌菠菜,0.015,0.933
芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.015,0.933
焖猪手---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.015,0.933
凉拌菠菜---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---焖猪手,0.015,0.933
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---凉拌菠菜,0.015,0.7
凉拌菠菜---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.015,0.933
炝炒大白菜---爆炒猪肝---凉拌菠菜,0.015,0.667
水煮鱼---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.015,0.778
凉拌菠菜---焖猪手---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.015,0.933
自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.015,0.778
凉拌菠菜---孜然羊排---自制猪肉脯---辣炒鱿鱼,0.015,0.778
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---焖猪手,0.015,0.778
焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.015,0.778
水煮鱼---蒜香辣花甲---凉拌菠菜,0.015,0.667
焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---凉拌菠菜,0.015,0.667
剁椒鱼头---爆炒猪肝---自制猪肉脯---芹菜炒腰花---焖猪手,0.015,0.933
凉拌菠菜---孜然羊排---辣炒鱿鱼---自制猪肉脯,0.015,0.667
凉拌菠菜---芹菜炒腰花---香酥两吃大虾---辣炒鱿鱼,0.015,0.667
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.015,0.667
凉拌菠菜---爆炒猪肝---谷稻小庄---芹菜炒腰花,0.015,0.667
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.015,0.667
凉拌菠菜---焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.015,0.933
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花,0.015,0.933
番茄有机花菜---辣炒鱿鱼---谷稻小庄,0.015,0.667
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.015,0.609
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼,0.015,0.609
凉拌菠菜---剁椒鱼头---爆炒猪肝---辣炒鱿鱼,0.015,0.636
姜葱炒花蟹---芹菜炒腰花---焖猪手,0.015,0.737
姜葱炒花蟹---芹菜炒腰花---凉拌菠菜,0.015,0.737
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---爆炒猪肝,0.015,0.7
凉拌菠菜---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.015,0.7
凉拌菠菜---水煮鱼---麻辣小龙虾---辣炒鱿鱼,0.015,0.636
凉拌菠菜---孜然羊排---麻辣小龙虾---蒙古烤羊腿,0.015,0.636
凉拌菠菜---焖猪手---美妙绝伦之白莲花---芹菜炒腰花,0.015,0.636
凉拌菠菜---焖猪手---美妙绝伦之白莲花---自制猪肉脯,0.015,0.636
焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.015,0.636
剁椒鱼头---自制猪肉脯---辣炒鱿鱼---蒙古烤羊腿,0.015,0.609
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花,0.015,0.7
孜然羊排---芹菜炒腰花---凉拌菠菜,0.015,0.7
凉拌菠菜---剁椒鱼头---豌豆薯仔猪骨汤---芹菜炒腰花,0.015,0.7
凉拌菠菜---剁椒鱼头---豌豆薯仔猪骨汤---蒙古烤羊腿,0.015,0.7
爆炒猪肝---芹菜炒腰花---谷稻小庄---凉拌菠菜,0.015,0.7
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---焖猪手,0.015,0.7
焖猪手---美妙绝伦之白莲花---自制猪肉脯---凉拌菠菜,0.015,0.7
焖猪手---爆炒猪肝---辣炒鱿鱼---凉拌菠菜,0.015,0.7
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.015,0.737
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---焖猪手,0.015,0.737
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.015,0.737
焖猪手---爆炒猪肝---豌豆薯仔猪骨汤---凉拌菠菜,0.015,0.737
自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.015,0.609
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.015,0.609
炝炒大白菜---芹菜炒腰花---焖猪手,0.015,0.7
凉拌菠菜---自制猪肉脯---蒙古烤羊腿---剁椒鱼头,0.015,0.609
凉拌菠菜---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.015,0.737
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---自制猪肉脯,0.015,0.609
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花,0.015,0.609
爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯,0.015,0.609
爆炒猪肝---美妙绝伦之白莲花---芹菜炒腰花,0.015,0.609
水煮鱼---芹菜炒腰花---自制猪肉脯,0.015,0.609
凉拌菠菜---剁椒鱼头---焖猪手---辣炒鱿鱼---蒙古烤羊腿,0.015,0.737
焖猪手---爆炒猪肝---豌豆薯仔猪骨汤---芹菜炒腰花,0.015,0.737
水煮鱼---豌豆薯仔猪骨汤---焖猪手,0.015,0.609
水煮鱼---芹菜炒腰花---焖猪手,0.015,0.609
剁椒鱼头---炝炒大白菜---凉拌菠菜,0.015,0.609
爆炒猪肝---麻辣小龙虾---凉拌菠菜,0.015,0.609
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---焖猪手,0.015,0.737
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.015,0.737
焖猪手---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.015,0.778
炝炒大白菜---芝士烩波士顿龙虾---凉拌菠菜,0.015,0.583
芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.015,0.538
炝炒大白菜---芝士烩波士顿龙虾---焖猪手,0.015,0.583
芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.015,0.538
白胡椒胡萝卜羊肉汤---辣炒鱿鱼---蒙古烤羊腿,0.015,0.538
白胡椒胡萝卜羊肉汤---辣炒鱿鱼---谷稻小庄,0.015,0.538
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼,0.015,0.538
清蒸海鱼---自制猪肉脯---爆炒猪肝,0.015,0.538
炝炒大白菜---美妙绝伦之白莲花---凉拌菠菜,0.015,0.538
凉拌蒜蓉西兰花---自制猪肉脯---凉拌菠菜,0.015,0.538
清蒸海鱼---自制猪肉脯---凉拌菠菜,0.015,0.538
芹菜炒腰花---麻辣小龙虾---自制猪肉脯,0.015,0.538
西瓜胡萝卜沙拉---麻辣小龙虾---凉拌菠菜,0.015,0.538
凉拌菠菜---焖猪手---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.015,0.56
凉拌菠菜---爆炒猪肝---辣炒鱿鱼---剁椒鱼头,0.015,0.56
凉拌菠菜---爆炒猪肝---辣炒鱿鱼---焖猪手,0.015,0.56
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---凉拌菠菜,0.015,0.56
姜葱炒花蟹---自制猪肉脯---辣炒鱿鱼,0.015,0.56
芝士烩波士顿龙虾---豌豆薯仔猪骨汤---焖猪手,0.015,0.56
孜然羊排---蒙古烤羊腿---麻辣小龙虾---凉拌菠菜,0.015,0.824
凉拌菠菜---爆炒猪肝---豌豆薯仔猪骨汤---焖猪手,0.015,0.824
焖猪手---美妙绝伦之白莲花---芹菜炒腰花---凉拌菠菜,0.015,0.824
剁椒鱼头---爆炒猪肝---辣炒鱿鱼---凉拌菠菜,0.015,0.824
焖猪手---美妙绝伦之白莲花---芹菜炒腰花---自制猪肉脯,0.015,0.824
凉拌菠菜---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.015,0.824
剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.015,0.824
凉拌菠菜---焖猪手---自制猪肉脯---蒙古烤羊腿---芹菜炒腰花,0.015,0.824
炝炒大白菜---美妙绝伦之白莲花---谷稻小庄,0.015,0.538
凉拌菠菜---辣炒鱿鱼---香酥两吃大虾---芹菜炒腰花,0.015,0.538
姜葱炒花蟹---自制猪肉脯---凉拌菠菜,0.015,0.56
凉拌菠菜---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.015,0.538
孜然羊排---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.015,0.875
芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.015,0.875
凉拌菠菜---剁椒鱼头---孜然羊排---蒙古烤羊腿,0.015,0.875
剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---凉拌菠菜,0.015,0.875
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼,0.015,0.875
焖猪手---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.015,0.875
凉拌菠菜---焖猪手---芹菜炒腰花---蒙古烤羊腿---自制猪肉脯,0.015,0.875
自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.015,0.875
剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---自制猪肉脯,0.015,0.875
焖猪手---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.015,0.875
凉拌菠菜---自制猪肉脯---麻辣小龙虾---辣炒鱿鱼,0.015,1.0
剁椒鱼头---孜然羊排---蒙古烤羊腿---凉拌菠菜,0.015,1.0
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.015,1.0
爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---焖猪手,0.015,1.0
凉拌菠菜---焖猪手---爆炒猪肝---辣炒鱿鱼---芹菜炒腰花,0.015,1.0
凉拌菠菜---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.015,1.0
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.015,1.0
剁椒鱼头---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.015,0.519
凉拌菠菜---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.015,0.519
蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---焖猪手,0.015,0.519
姜葱炒花蟹---焖猪手---芹菜炒腰花,0.015,0.519
大蒜苋菜---焖猪手---凉拌菠菜,0.015,0.519
焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---剁椒鱼头,0.015,0.538
凉拌菠菜---剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤,0.015,0.538
凉拌菠菜---剁椒鱼头---自制猪肉脯---蒙古烤羊腿,0.015,0.538
谷稻小庄---豌豆薯仔猪骨汤---凉拌菠菜,0.015,0.56
凉拌蒜蓉西兰花---自制猪肉脯---谷稻小庄,0.015,0.538
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.015,0.583
凉拌菠菜---蒙古烤羊腿---豌豆薯仔猪骨汤---剁椒鱼头,0.015,0.583
剁椒鱼头---豌豆薯仔猪骨汤---芹菜炒腰花,0.015,0.583
剁椒鱼头---孜然羊排---蒙古烤羊腿,0.015,0.583
爆炒猪肝---豌豆薯仔猪骨汤---芹菜炒腰花,0.015,0.583
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.015,0.583
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---凉拌菠菜,0.014,0.684
五色糯米饭(七色)---爆炒猪肝---凉拌菠菜,0.014,0.591
凉拌菠菜---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.014,0.684
凉拌菠菜---剁椒鱼头---焖猪手---辣炒鱿鱼---豌豆薯仔猪骨汤,0.014,0.684
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---爆炒猪肝,0.014,0.684
凉拌菠菜---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.014,0.684
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤,0.014,0.684
炝炒大白菜---焖猪手---芹菜炒腰花---自制猪肉脯,0.014,0.929
大蒜苋菜---爆炒猪肝---凉拌菠菜,0.014,0.591
凉拌菠菜---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.014,0.65
凉拌菠菜---剁椒鱼头---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.014,0.65
凉拌菠菜---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.014,0.65
凉拌菠菜---焖猪手---谷稻小庄---辣炒鱿鱼---芹菜炒腰花,0.014,0.684
凉拌菠菜---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.014,0.65
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.014,0.65
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---爆炒猪肝,0.014,0.65
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾,0.014,0.65
凉拌菠菜---剁椒鱼头---香酥两吃大虾---芹菜炒腰花,0.014,0.65
凉拌菠菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---焖猪手,0.014,0.65
凉拌菠菜---焖猪手---芹菜炒腰花---谷稻小庄---辣炒鱿鱼,0.014,0.684
剁椒鱼头---爆炒猪肝---自制猪肉脯---辣炒鱿鱼,0.014,0.684
蒙古烤羊腿---香辣爆羊肝---谷稻小庄,0.014,0.65
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---自制猪肉脯,0.014,0.684
爆炒猪肝---美妙绝伦之白莲花---芹菜炒腰花---自制猪肉脯,0.014,0.929
剁椒鱼头---孜然羊排---蒙古烤羊腿---辣炒鱿鱼,0.014,0.929
凉拌蒜蓉西兰花---小米南瓜粥---凉拌菠菜,0.014,0.684
培根紫菜卷---辣炒鱿鱼---谷稻小庄,0.014,0.684
谷稻小庄---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.014,0.684
豌豆薯仔猪骨汤---麻辣小龙虾---焖猪手,0.014,0.542
豌豆薯仔猪骨汤---麻辣小龙虾---蒙古烤羊腿,0.014,0.542
农夫山泉NFC果汁100%橙汁---凉拌菠菜---剁椒鱼头,0.014,0.542
孜然羊排---水煮鱼---凉拌菠菜,0.014,0.542
孜然羊排---炝炒大白菜---凉拌菠菜,0.014,0.542
炝炒大白菜---蒙古烤羊腿---凉拌菠菜,0.014,0.542
水煮鱼---清爽拌凉面---谷稻小庄,0.014,0.542
清蒸海鱼---焖猪手---爆炒猪肝,0.014,0.542
五色糯米饭(七色)---冰糖红豆薏米粥---谷稻小庄,0.014,0.542
凉拌菠菜---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.014,0.542
凉拌菠菜---姜葱炒花蟹---辣炒鱿鱼---自制猪肉脯,0.014,0.542
凉拌菠菜---芝士烩波士顿龙虾---谷稻小庄---五色糯米饭(七色),0.014,0.542
焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼,0.014,0.542
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---辣炒鱿鱼---孜然羊排,0.014,0.542
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.014,0.542
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---谷稻小庄,0.014,0.542
凉拌菠菜---水煮鱼---自制猪肉脯---辣炒鱿鱼,0.014,0.684
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---自制猪肉脯,0.014,0.684
炝炒大白菜---芹菜炒腰花---自制猪肉脯,0.014,0.65
清蒸海鱼---芹菜炒腰花---爆炒猪肝,0.014,0.65
孜然羊排---芹菜炒腰花---辣炒鱿鱼,0.014,0.65
炝炒大白菜---自制猪肉脯---芹菜炒腰花---焖猪手,0.014,1.0
凉拌菠菜---孜然羊排---自制猪肉脯---芹菜炒腰花,0.014,0.722
美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---焖猪手,0.014,0.722
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼,0.014,0.722
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---芹菜炒腰花,0.014,0.722
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---爆炒猪肝,0.014,0.722
凉拌菠菜---剁椒鱼头---自制猪肉脯---辣炒鱿鱼---蒙古烤羊腿,0.014,0.722
凉拌菠菜---剁椒鱼头---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.014,0.722
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼,0.014,0.722
姜葱炒花蟹---焖猪手---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.014,1.0
爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.014,1.0
姜葱炒花蟹---白胡椒胡萝卜羊肉汤---蒙古烤羊腿,0.014,0.722
剁椒鱼头---芹菜炒腰花---香酥两吃大虾---凉拌菠菜,0.014,0.929
剁椒鱼头---焖猪手---美妙绝伦之白莲花---凉拌菠菜,0.014,0.929
凉拌菠菜---姜葱炒花蟹---自制猪肉脯---辣炒鱿鱼,0.014,0.929
姜葱炒花蟹---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.014,0.929
自制猪肉脯---芹菜炒腰花---麻辣小龙虾---焖猪手,0.014,0.929
谷稻小庄---香辣爆羊肝---蒙古烤羊腿,0.014,0.52
谷稻小庄---豌豆薯仔猪骨汤---辣炒鱿鱼,0.014,0.52
姜葱炒花蟹---自制猪肉脯---蒙古烤羊腿,0.014,0.52
剁椒鱼头---水煮鱼---凉拌菠菜,0.014,0.52
五色糯米饭(七色)---芝士烩波士顿龙虾---谷稻小庄---凉拌菠菜,0.014,0.722
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.014,1.0
清蒸海鱼---芹菜炒腰花---自制猪肉脯,0.014,0.65
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---爆炒猪肝,0.014,0.52
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.014,0.929
培根紫菜卷---水煮鱼---谷稻小庄,0.014,0.65
炝炒大白菜---芹菜炒腰花---凉拌菠菜,0.014,0.65
冰糖红豆薏米粥---芝士烩波士顿龙虾---谷稻小庄,0.014,0.591
剁椒鱼头---蒜香辣花甲---辣炒鱿鱼,0.014,0.591
凉拌菠菜---焖猪手---蒙古烤羊腿---辣炒鱿鱼---姜葱炒花蟹,0.014,0.52
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---焖猪手,0.014,0.929
剁椒鱼头---焖猪手---辣炒鱿鱼---豌豆薯仔猪骨汤,0.014,0.52
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---美妙绝伦之白莲花,0.014,0.52
凉拌菠菜---芹菜炒腰花---蒙古烤羊腿---剁椒鱼头,0.014,0.52
剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.014,1.0
自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.014,0.929
水煮鱼---焖猪手---蒙古烤羊腿---辣炒鱿鱼,0.014,0.929
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.014,0.929
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---焖猪手,0.014,0.929
凉拌菠菜---孜然羊排---芹菜炒腰花---自制猪肉脯,0.014,0.929
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.014,0.929
凉拌菠菜---焖猪手---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---自制猪肉脯,0.014,1.0
凉拌菠菜---剁椒鱼头---孜然羊排---辣炒鱿鱼---蒙古烤羊腿,0.014,1.0
剁椒鱼头---孜然羊排---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.014,1.0
爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花,0.014,0.929
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.014,0.929
焖猪手---芹菜炒腰花---麻辣小龙虾---自制猪肉脯,0.014,0.765
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---美妙绝伦之白莲花,0.014,0.565
剁椒鱼头---蒙古烤羊腿---麻辣小龙虾---凉拌菠菜,0.014,0.812
孜然羊排---豌豆薯仔猪骨汤---凉拌菠菜,0.014,0.812
剁椒鱼头---自制猪肉脯---辣炒鱿鱼---爆炒猪肝,0.014,0.565
蒙古烤羊腿---谷稻小庄---辣炒鱿鱼---剁椒鱼头,0.014,0.565
水煮鱼---焖猪手---辣炒鱿鱼---蒙古烤羊腿,0.014,0.565
焖猪手---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.014,0.565
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---剁椒鱼头,0.014,0.565
水煮鱼---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.014,0.565
凉拌菠菜---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.014,0.591
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.014,0.565
农夫山泉NFC果汁100%橙汁---剁椒鱼头---凉拌菠菜,0.014,0.765
凉拌菠菜---剁椒鱼头---麻辣小龙虾---蒙古烤羊腿,0.014,0.765
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---谷稻小庄,0.014,0.565
姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.014,0.765
姜葱炒花蟹---焖猪手---辣炒鱿鱼---蒙古烤羊腿,0.014,0.765
姜葱炒花蟹---焖猪手---蒙古烤羊腿---辣炒鱿鱼,0.014,0.765
炝炒大白菜---焖猪手---自制猪肉脯---芹菜炒腰花,0.014,0.765
剁椒鱼头---爆炒猪肝---辣炒鱿鱼---自制猪肉脯,0.014,0.765
凉拌菠菜---剁椒鱼头---孜然羊排---辣炒鱿鱼,0.014,0.812
凉拌蒜蓉西兰花---爆炒猪肝---凉拌菠菜,0.014,0.619
番茄有机花菜---辣炒鱿鱼---水煮鱼,0.014,0.619
凉拌菠菜---谷稻小庄---麻辣小龙虾---辣炒鱿鱼,0.014,0.619
凉拌菠菜---孜然羊排---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.014,0.812
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---焖猪手,0.014,0.812
凉拌菠菜---剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---芹菜炒腰花,0.014,0.812
剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---凉拌菠菜,0.014,0.812
凉拌菠菜---剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼,0.014,0.812
凉拌菠菜---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---焖猪手,0.014,0.812
凉拌菠菜---姜葱炒花蟹---焖猪手---蒙古烤羊腿---辣炒鱿鱼,0.014,0.812
凉拌菠菜---姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.014,0.812
剁椒鱼头---蒙古烤羊腿---谷稻小庄---辣炒鱿鱼,0.014,0.812
孜然羊排---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.014,0.619
水煮鱼---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.014,0.619
自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.014,0.619
焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.014,0.619
凉拌菠菜---芹菜炒腰花---香酥两吃大虾---剁椒鱼头,0.014,0.619
五色糯米饭(七色)---凉拌菠菜---谷稻小庄---芝士烩波士顿龙虾,0.014,0.619
凉拌菠菜---孜然羊排---辣炒鱿鱼---剁椒鱼头,0.014,0.619
凉拌菠菜---剁椒鱼头---美妙绝伦之白莲花---焖猪手,0.014,0.619
剁椒鱼头---谷稻小庄---辣炒鱿鱼---蒙古烤羊腿,0.014,0.765
焖猪手---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.014,0.765
爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.014,0.765
五色糯米饭(七色)---凉拌菠菜---芝士烩波士顿龙虾---谷稻小庄,0.014,0.591
凉拌菠菜---焖猪手---自制猪肉脯---谷稻小庄---辣炒鱿鱼---芹菜炒腰花,0.014,0.867
孜然羊排---爆炒猪肝---辣炒鱿鱼,0.014,0.565
爆炒猪肝---美妙绝伦之白莲花---焖猪手,0.014,0.565
凉拌菠菜---剁椒鱼头---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.014,0.929
番茄炖牛腩---辣炒鱿鱼---谷稻小庄,0.014,0.565
爆炒猪肝---麻辣小龙虾---辣炒鱿鱼,0.014,0.565
焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.014,0.591
凉拌菠菜---焖猪手---美妙绝伦之白莲花---剁椒鱼头,0.014,0.591
凉拌菠菜---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.014,0.765
