rule,support,confidence
凉拌菠菜---焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾,0.014,0.591
剁椒鱼头---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.014,0.929
凉拌菠菜---剁椒鱼头---孜然羊排---蒙古烤羊腿---辣炒鱿鱼,0.014,0.929
凉拌菠菜---焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花,0.014,0.929
凉拌菠菜---焖猪手---美妙绝伦之白莲花---芹菜炒腰花---自制猪肉脯,0.014,0.929
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.014,0.929
凉拌菠菜---剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---焖猪手,0.014,0.929
凉拌菠菜---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---焖猪手,0.014,0.867
凉拌菠菜---剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花,0.014,0.867
凉拌菠菜---剁椒鱼头---爆炒猪肝---芹菜炒腰花---焖猪手,0.014,0.867
凉拌菠菜---剁椒鱼头---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.014,0.867
凉拌菠菜---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.014,0.765
凉拌菠菜---剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.014,0.765
焖猪手---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.014,0.765
爆炒猪肝---自制猪肉脯---辣炒鱿鱼---剁椒鱼头,0.014,0.591
焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.014,0.591
焖猪手---芝士烩波士顿龙虾---谷稻小庄---凉拌菠菜,0.014,0.565
焖猪手---蒙古烤羊腿---麻辣小龙虾---凉拌菠菜,0.014,0.867
焖猪手---自制猪肉脯---麻辣小龙虾---芹菜炒腰花,0.014,0.867
凉拌菠菜---焖猪手---麻辣小龙虾---蒙古烤羊腿,0.014,0.565
剁椒鱼头---孜然羊排---辣炒鱿鱼---凉拌菠菜,0.014,0.867
孜然羊排---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.014,0.867
芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---焖猪手,0.014,0.867
芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.014,0.867
剁椒鱼头---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.014,0.867
剁椒鱼头---孜然羊排---辣炒鱿鱼---蒙古烤羊腿,0.014,0.867
凉拌菠菜---姜葱炒花蟹---焖猪手---辣炒鱿鱼---蒙古烤羊腿,0.014,0.867
剁椒鱼头---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.014,0.812
自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.013,0.667
水煮鱼---自制猪肉脯---辣炒鱿鱼---谷稻小庄,0.013,0.522
自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾,0.013,0.522
水煮鱼---焖猪手---辣炒鱿鱼---自制猪肉脯,0.013,0.522
水煮鱼---自制猪肉脯---辣炒鱿鱼---焖猪手,0.013,0.522
焖猪手---辣炒鱿鱼---麻辣小龙虾---自制猪肉脯,0.013,0.667
自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---焖猪手,0.013,0.667
焖猪手---芹菜炒腰花---香酥两吃大虾---爆炒猪肝,0.013,0.522
意文柠檬汁---谷稻小庄---水煮鱼,0.013,0.667
凉拌蒜蓉西兰花---焖猪手---凉拌菠菜,0.013,0.667
水煮鱼---番茄炖牛腩---辣炒鱿鱼,0.013,0.667
桂圆枸杞鸽子汤---麻辣小龙虾---凉拌菠菜,0.013,0.667
芝麻烤紫菜---蒙古烤羊腿---谷稻小庄,0.013,0.522
大蒜苋菜---谷稻小庄---美妙绝伦之白莲花,0.013,0.522
孜然羊排---自制猪肉脯---蒙古烤羊腿,0.013,0.522
凉拌菠菜---水煮鱼---蒙古烤羊腿---焖猪手,0.013,0.522
水煮鱼---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.013,0.522
焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.013,0.571
凉拌菠菜---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---焖猪手,0.013,0.522
孜然羊排---蛋挞---凉拌菠菜,0.013,0.571
爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.013,0.923
剁椒鱼头---美妙绝伦之白莲花---芹菜炒腰花---凉拌菠菜,0.013,0.923
剁椒鱼头---爆炒猪肝---蒙古烤羊腿---凉拌菠菜,0.013,0.923
芝麻烤紫菜---西瓜胡萝卜沙拉---蒙古烤羊腿,0.013,0.571
自制猪肉脯---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.013,0.923
爆炒猪肝---芹菜炒腰花---香酥两吃大虾---焖猪手,0.013,0.923
孜然羊排---焖猪手---辣炒鱿鱼,0.013,0.571
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤,0.013,0.522
孜然羊排---焖猪手---自制猪肉脯,0.013,0.571
孜然羊排---蛋挞---辣炒鱿鱼,0.013,0.571
炝炒大白菜---爆炒猪肝---谷稻小庄,0.013,0.571
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼,0.013,0.667
炝炒大白菜---爆炒猪肝---自制猪肉脯,0.013,0.571
独家薄荷鲜虾牛肉卷---番茄有机花菜---谷稻小庄,0.013,0.571
凉拌菠菜---水煮鱼---谷稻小庄---辣炒鱿鱼,0.013,0.667
爆炒猪肝---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---焖猪手,0.013,1.0
凉拌菠菜---自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼,0.013,0.667
凉拌菠菜---孜然羊排---麻辣小龙虾---辣炒鱿鱼,0.013,0.545
凉拌菠菜---炝炒大白菜---辣炒鱿鱼---谷稻小庄,0.013,0.632
凉拌菠菜---爆炒猪肝---香酥两吃大虾---焖猪手,0.013,0.632
焖猪手---爆炒猪肝---香酥两吃大虾---凉拌菠菜,0.013,0.632
糖醋蕃茄溜青花---西瓜胡萝卜沙拉---凉拌菠菜,0.013,0.545
凉拌蒜蓉西兰花---香酥两吃大虾---凉拌菠菜,0.013,0.545
大蒜苋菜---美妙绝伦之白莲花---凉拌菠菜,0.013,0.545
冰糖红豆薏米粥---芝士烩波士顿龙虾---五色糯米饭(七色),0.013,0.545
大蒜苋菜---爆炒猪肝---焖猪手,0.013,0.545
冰糖红豆薏米粥---凉拌蒜蓉西兰花---谷稻小庄,0.013,0.545
芝麻烤紫菜---谷稻小庄---蒙古烤羊腿,0.013,0.545
大蒜苋菜---美妙绝伦之白莲花---谷稻小庄,0.013,0.545
焖猪手---爆炒猪肝---谷稻小庄---凉拌菠菜,0.013,0.632
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---剁椒鱼头,0.013,0.632
姜葱炒花蟹---芹菜炒腰花---自制猪肉脯,0.013,0.632
剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼,0.013,0.632
冰糖红豆薏米粥---美妙绝伦之白莲花---凉拌菠菜,0.013,0.632
凉拌蒜蓉西兰花---清蒸海鱼---凉拌菠菜,0.013,0.632
剁椒鱼头---姜葱炒花蟹---凉拌菠菜,0.013,0.632
凉拌菠菜---剁椒鱼头---谷稻小庄---焖猪手,0.013,0.545
焖猪手---自制猪肉脯---香酥两吃大虾---凉拌菠菜,0.013,0.545
凉拌菠菜---剁椒鱼头---爆炒猪肝---蒙古烤羊腿,0.013,0.545
爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---谷稻小庄,0.013,0.545
爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---剁椒鱼头,0.013,0.545
芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.013,0.545
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---爆炒猪肝,0.013,0.632
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花,0.013,0.632
凉拌菠菜---爆炒猪肝---自制猪肉脯---芹菜炒腰花---剁椒鱼头,0.013,0.545
清蒸海鱼---芹菜炒腰花---谷稻小庄,0.013,0.6
凉拌菠菜---自制猪肉脯---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.013,0.571
焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---爆炒猪肝,0.013,0.571
凉拌菠菜---自制猪肉脯---香酥两吃大虾---芹菜炒腰花,0.013,0.571
凉拌菠菜---芹菜炒腰花---香酥两吃大虾---自制猪肉脯,0.013,0.571
凉拌菠菜---剁椒鱼头---美妙绝伦之白莲花---芹菜炒腰花,0.013,0.571
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.013,0.571
蒙古烤羊腿---香辣爆羊肝---西瓜胡萝卜沙拉,0.013,0.6
蒙古烤羊腿---香辣爆羊肝---凉拌菠菜,0.013,0.6
桂圆肉红豆八宝饭---清蒸海鱼---芝士烩波士顿龙虾,0.013,0.6
清蒸海鱼---芹菜炒腰花---焖猪手,0.013,0.6
焖猪手---香烤牛排---芹菜炒腰花,0.013,0.6
凉拌菠菜---姜葱炒花蟹---焖猪手---芹菜炒腰花,0.013,0.6
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花,0.013,0.632
凉拌菠菜---剁椒鱼头---香酥两吃大虾---焖猪手,0.013,0.6
炝炒大白菜---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.013,0.6
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---爆炒猪肝,0.013,0.6
焖猪手---爆炒猪肝---辣炒鱿鱼---剁椒鱼头,0.013,0.6
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.013,0.632
凉拌菠菜---剁椒鱼头---焖猪手---辣炒鱿鱼---自制猪肉脯,0.013,0.632
凉拌菠菜---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.013,0.632
蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.013,0.632
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---剁椒鱼头,0.013,0.632
焖猪手---爆炒猪肝---豌豆薯仔猪骨汤---自制猪肉脯,0.013,0.632
焖猪手---爆炒猪肝---香酥两吃大虾---芹菜炒腰花,0.013,0.632
凉拌菠菜---爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄,0.013,0.545
剁椒鱼头---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤,0.013,0.6
爆炒猪肝---自制猪肉脯---谷稻小庄---凉拌菠菜,0.013,0.667
焖猪手---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.013,0.667
五色糯米饭(七色)---剁椒鱼头---凉拌菠菜,0.013,0.522
芝麻烤紫菜---蒙古烤羊腿---凉拌菠菜,0.013,0.522
凉拌菠菜---芝麻烤紫菜---蒙古烤羊腿,0.013,0.522
水煮鱼---豌豆薯仔猪骨汤---辣炒鱿鱼,0.013,0.522
水煮鱼---豌豆薯仔猪骨汤---蒙古烤羊腿,0.013,0.522
孜然羊排---自制猪肉脯---焖猪手,0.013,0.522
清爽拌凉面---辣炒鱿鱼---谷稻小庄,0.013,0.522
孜然羊排---自制猪肉脯---爆炒猪肝,0.013,0.522
孜然羊排---爆炒猪肝---自制猪肉脯,0.013,0.522
剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.013,0.667
焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---剁椒鱼头,0.013,0.667
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.013,0.667
番茄炖牛腩---辣炒鱿鱼---水煮鱼,0.013,0.522
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---爆炒猪肝,0.013,0.667
孜然羊排---自制猪肉脯---谷稻小庄,0.013,0.522
凉拌菠菜---剁椒鱼头---自制猪肉脯---辣炒鱿鱼---焖猪手,0.013,0.667
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---凉拌菠菜,0.013,0.667
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.013,0.667
剁椒鱼头---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼,0.013,0.667
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---蒙古烤羊腿,0.013,0.667
剁椒鱼头---焖猪手---爆炒猪肝---辣炒鱿鱼,0.013,0.667
水煮鱼---自制猪肉脯---谷稻小庄---辣炒鱿鱼,0.013,0.667
自制猪肉脯---芹菜炒腰花---香酥两吃大虾---凉拌菠菜,0.013,0.667
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---剁椒鱼头,0.013,0.667
蒜香辣花甲---谷稻小庄---凉拌菠菜,0.013,0.522
芝麻烤紫菜---蒙古烤羊腿---西瓜胡萝卜沙拉,0.013,0.522
爆炒猪肝---芹菜炒腰花---谷稻小庄---辣炒鱿鱼,0.013,0.6
凉拌菠菜---孜然羊排---辣炒鱿鱼---麻辣小龙虾,0.013,0.571
剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.013,0.6
剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.013,0.6
自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.013,0.6
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼,0.013,0.6
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---剁椒鱼头,0.013,0.6
凉拌菠菜---剁椒鱼头---自制猪肉脯---芹菜炒腰花---爆炒猪肝,0.013,0.6
凉拌菠菜---爆炒猪肝---谷稻小庄---自制猪肉脯,0.013,0.571
凉拌菠菜---自制猪肉脯---香酥两吃大虾---焖猪手,0.013,0.571
凉拌菠菜---爆炒猪肝---谷稻小庄---焖猪手,0.013,0.571
凉拌菠菜---水煮鱼---焖猪手---蒙古烤羊腿,0.013,0.571
孜然羊排---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾,0.013,0.571
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.013,1.0
西瓜胡萝卜沙拉---香辣爆羊肝---蒙古烤羊腿,0.013,0.522
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.013,1.0
剁椒鱼头---焖猪手---爆炒猪肝---辣炒鱿鱼---芹菜炒腰花,0.013,1.0
剁椒鱼头---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.013,1.0
焖猪手---爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---芹菜炒腰花,0.013,1.0
自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---清蒸海鱼,0.013,0.571
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.013,1.0
凉拌菠菜---爆炒猪肝---自制猪肉脯---谷稻小庄---芹菜炒腰花,0.013,1.0
剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.013,1.0
凉拌菠菜---爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---焖猪手,0.013,1.0
爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---芹菜炒腰花,0.013,1.0
爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---焖猪手,0.013,1.0
美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.013,0.923
爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---凉拌菠菜,0.013,0.667
凉拌菠菜---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.013,0.706
凉拌菠菜---焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.013,0.857
凉拌菠菜---剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯,0.013,0.8
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---凉拌菠菜,0.013,0.8
剁椒鱼头---焖猪手---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.013,0.8
凉拌菠菜---焖猪手---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.013,0.8
剁椒鱼头---自制猪肉脯---谷稻小庄---芹菜炒腰花,0.013,0.8
剁椒鱼头---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.013,0.8
炝炒大白菜---自制猪肉脯---谷稻小庄---焖猪手,0.013,0.8
清蒸海鱼---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄,0.013,0.8
焖猪手---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.013,0.8
剁椒鱼头---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.013,0.8
焖猪手---自制猪肉脯---麻辣小龙虾---辣炒鱿鱼,0.013,0.8
白胡椒胡萝卜羊肉汤---芹菜炒腰花---自制猪肉脯,0.013,0.8
芹菜炒腰花---香烤牛排---焖猪手,0.013,0.8
白胡椒胡萝卜羊肉汤---芹菜炒腰花---凉拌菠菜,0.013,0.8
孜然羊排---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.013,0.75
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.013,0.857
焖猪手---爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.013,0.857
凉拌菠菜---爆炒猪肝---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.013,0.857
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.013,0.857
凉拌菠菜---焖猪手---爆炒猪肝---豌豆薯仔猪骨汤---芹菜炒腰花,0.013,0.857
焖猪手---爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.013,0.857
凉拌菠菜---剁椒鱼头---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.013,0.8
剁椒鱼头---爆炒猪肝---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.013,0.8
凉拌菠菜---剁椒鱼头---爆炒猪肝---芹菜炒腰花---自制猪肉脯,0.013,0.8
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.013,0.75
孜然羊排---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.013,0.75
凉拌菠菜---爆炒猪肝---美妙绝伦之白莲花---芹菜炒腰花,0.013,0.75
凉拌菠菜---爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯,0.013,0.75
清蒸海鱼---芝士烩波士顿龙虾---谷稻小庄---自制猪肉脯,0.013,0.75
水煮鱼---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.013,0.75
剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---焖猪手,0.013,0.75
剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.013,0.75
凉拌菠菜---剁椒鱼头---爆炒猪肝---自制猪肉脯---焖猪手,0.013,0.75
凉拌菠菜---剁椒鱼头---爆炒猪肝---自制猪肉脯---芹菜炒腰花,0.013,0.75
剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼,0.013,0.75
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.013,0.8
焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.013,0.75
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.013,0.75
孜然羊排---豌豆薯仔猪骨汤---蒙古烤羊腿,0.013,0.75
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---爆炒猪肝,0.013,0.706
凉拌菠菜---剁椒鱼头---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.013,0.923
凉拌菠菜---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.013,0.923
焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.013,0.923
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---焖猪手,0.013,0.923
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.013,0.8
凉拌菠菜---焖猪手---爆炒猪肝---辣炒鱿鱼---自制猪肉脯,0.013,0.857
剁椒鱼头---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.013,0.75
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.013,0.857
爆炒猪肝---谷稻小庄---辣炒鱿鱼---芹菜炒腰花,0.013,0.857
白胡椒胡萝卜羊肉汤---自制猪肉脯---凉拌菠菜,0.013,0.706
红酒炖羊肉---蒙古烤羊腿---凉拌菠菜,0.013,0.706
剁椒鱼头---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.013,0.923
凉拌菠菜---焖猪手---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.013,0.923
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.013,0.923
焖猪手---爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.013,0.923
蒜香辣花甲---豌豆薯仔猪骨汤---焖猪手,0.013,0.857
姜葱炒花蟹---焖猪手---芹菜炒腰花---凉拌菠菜,0.013,0.857
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---焖猪手,0.013,0.857
水煮鱼---焖猪手---蒙古烤羊腿---凉拌菠菜,0.013,0.857
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.013,0.857
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.013,0.857
自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.013,0.857
爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.013,0.857
爆炒猪肝---美妙绝伦之白莲花---芹菜炒腰花---凉拌菠菜,0.013,0.857
爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---凉拌菠菜,0.013,0.857
水煮鱼---焖猪手---自制猪肉脯---辣炒鱿鱼,0.013,0.857
孜然羊排---清爽拌凉面---凉拌菠菜,0.013,0.706
大蒜苋菜---蒙古烤羊腿---凉拌菠菜,0.013,0.706
冰糖红豆薏米粥---芹菜炒腰花---自制猪肉脯,0.013,0.706
剁椒鱼头---谷稻小庄---辣炒鱿鱼---焖猪手,0.013,0.706
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---辣炒鱿鱼,0.013,0.706
凉拌菠菜---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---焖猪手,0.013,0.706
焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.013,0.706
剁椒鱼头---爆炒猪肝---辣炒鱿鱼---芹菜炒腰花,0.013,0.706
炝炒大白菜---焖猪手---自制猪肉脯---谷稻小庄,0.013,0.706
炝炒大白菜---焖猪手---谷稻小庄---自制猪肉脯,0.013,0.706
剁椒鱼头---焖猪手---谷稻小庄---辣炒鱿鱼,0.013,0.706
剁椒鱼头---爆炒猪肝---辣炒鱿鱼---焖猪手,0.013,0.706
白胡椒胡萝卜羊肉汤---自制猪肉脯---芹菜炒腰花,0.013,0.706
清蒸海鱼---自制猪肉脯---谷稻小庄---芝士烩波士顿龙虾,0.013,0.706
焖猪手---美妙绝伦之白莲花---芹菜炒腰花---芝士烩波士顿龙虾,0.013,0.706
凉拌菠菜---爆炒猪肝---豌豆薯仔猪骨汤---芹菜炒腰花,0.013,0.706
凉拌菠菜---炝炒大白菜---谷稻小庄---辣炒鱿鱼,0.013,0.706
剁椒鱼头---焖猪手---谷稻小庄---凉拌菠菜,0.013,0.706
焖猪手---蒙古烤羊腿---谷稻小庄---凉拌菠菜,0.013,0.706
孜然羊排---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.013,0.706
水煮鱼---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.013,0.857
剁椒鱼头---焖猪手---香酥两吃大虾---凉拌菠菜,0.013,0.857
焖猪手---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.013,0.857
爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.013,0.857
美妙绝伦之白莲花---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.013,0.857
美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.013,0.857
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.013,0.857
凉拌菠菜---自制猪肉脯---香酥两吃大虾---剁椒鱼头,0.012,0.524
照烧鸡腿---辣炒鱿鱼---谷稻小庄,0.012,0.579
培根紫菜卷---辣炒鱿鱼---水煮鱼,0.012,0.579
美妙绝伦之白莲花---豌豆薯仔猪骨汤---焖猪手,0.012,0.579
意文柠檬汁---自制猪肉脯---香酥两吃大虾,0.012,0.579
凉拌蒜蓉西兰花---清蒸海鱼---谷稻小庄,0.012,0.579
爆炒猪肝---香烤牛排---辣炒鱿鱼,0.012,0.579
凉拌菠菜---蛋挞---辣炒鱿鱼---麻辣小龙虾,0.012,0.579
冰糖红豆薏米粥---美妙绝伦之白莲花---谷稻小庄,0.012,0.579
山药养生粥---自制猪肉脯---谷稻小庄,0.012,0.579
