rule,support,confidence
姜葱炒花蟹---芹菜炒腰花---蒙古烤羊腿,0.012,0.579
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---凉拌菠菜,0.012,0.579
凉拌菠菜---清蒸海鱼---谷稻小庄---芝士烩波士顿龙虾,0.012,0.579
水煮鱼---葱油凉拌藕片---辣炒鱿鱼,0.012,0.579
冰糖红豆薏米粥---美妙绝伦之白莲花---芝士烩波士顿龙虾,0.012,0.579
剁椒鱼头---姜葱炒花蟹---焖猪手,0.012,0.579
姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼,0.012,0.579
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.012,0.579
南瓜枸杞小饼干---辣炒鱿鱼---凉拌菠菜,0.012,0.579
姜葱炒花蟹---孜然羊排---凉拌菠菜,0.012,0.579
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.012,0.786
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.012,0.786
剁椒鱼头---芹菜炒腰花---香酥两吃大虾---辣炒鱿鱼,0.012,0.786
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.786
自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.012,0.786
凉拌菠菜---焖猪手---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄,0.012,0.786
凉拌菠菜---爆炒猪肝---芹菜炒腰花---谷稻小庄---焖猪手,0.012,0.786
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.012,0.579
凉拌菠菜---水煮鱼---自制猪肉脯---芹菜炒腰花,0.012,0.579
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---芝士烩波士顿龙虾,0.012,0.579
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---美妙绝伦之白莲花,0.012,0.579
水煮鱼---焖猪手---芹菜炒腰花---辣炒鱿鱼,0.012,0.786
水煮鱼---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.786
爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---焖猪手,0.012,0.786
焖猪手---美妙绝伦之白莲花---谷稻小庄---自制猪肉脯,0.012,0.786
剁椒鱼头---芹菜炒腰花---香酥两吃大虾---焖猪手,0.012,0.786
剁椒鱼头---焖猪手---香酥两吃大虾---芹菜炒腰花,0.012,0.786
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---焖猪手,0.012,0.786
炝炒大白菜---焖猪手---辣炒鱿鱼---谷稻小庄,0.012,0.786
清蒸海鱼---爆炒猪肝---自制猪肉脯---芹菜炒腰花,0.012,0.786
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.012,0.786
爆炒猪肝---谷稻小庄---辣炒鱿鱼---自制猪肉脯,0.012,0.786
焖猪手---爆炒猪肝---蒙古烤羊腿---芹菜炒腰花,0.012,0.846
爆炒猪肝---芹菜炒腰花---蒙古烤羊腿---焖猪手,0.012,0.846
美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.012,0.846
爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.012,0.846
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---剁椒鱼头,0.012,0.579
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄,0.012,0.579
凉拌菠菜---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.012,0.579
凉拌菠菜---焖猪手---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.012,0.579
凉拌菠菜---焖猪手---谷稻小庄---辣炒鱿鱼---蒙古烤羊腿,0.012,0.579
焖猪手---爆炒猪肝---香酥两吃大虾---自制猪肉脯,0.012,0.579
凉拌菠菜---孜然羊排---美妙绝伦之白莲花---蒙古烤羊腿,0.012,0.579
凉拌菠菜---孜然羊排---谷稻小庄---蒙古烤羊腿,0.012,0.579
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼,0.012,0.579
凉拌菠菜---剁椒鱼头---爆炒猪肝---辣炒鱿鱼---自制猪肉脯,0.012,0.786
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---焖猪手,0.012,0.786
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.012,0.786
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.012,0.786
五色糯米饭(七色)---皮蛋瘦肉粥---辣炒鱿鱼,0.012,0.611
意文柠檬汁---谷稻小庄---五色糯米饭(七色),0.012,0.611
大蒜苋菜---芹菜炒腰花---焖猪手,0.012,0.611
五色糯米饭(七色)---皮蛋瘦肉粥---水煮鱼,0.012,0.611
水煮鱼---鱼香肉丝拌面---谷稻小庄,0.012,0.611
谷稻小庄---鱼香肉丝拌面---水煮鱼,0.012,0.611
水煮鱼---鱼香肉丝拌面---辣炒鱿鱼,0.012,0.611
葱油凉拌藕片---辣炒鱿鱼---水煮鱼,0.012,0.611
意文柠檬汁---清爽拌凉面---水煮鱼,0.012,0.611
大蒜苋菜---芹菜炒腰花---凉拌菠菜,0.012,0.611
剁椒鱼头---大蒜苋菜---凉拌菠菜,0.012,0.611
葱油凉拌藕片---辣炒鱿鱼---凉拌菠菜,0.012,0.611
姜葱炒花蟹---爆炒猪肝---凉拌菠菜,0.012,0.611
凉拌菠菜---剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花,0.012,0.917
凉拌菠菜---剁椒鱼头---爆炒猪肝---自制猪肉脯---芹菜炒腰花---焖猪手,0.012,0.917
凉拌菠菜---爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---焖猪手,0.012,0.917
爆炒猪肝---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---自制猪肉脯,0.012,0.917
爆炒猪肝---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.012,0.846
凉拌菠菜---炝炒大白菜---自制猪肉脯---焖猪手,0.012,0.846
焖猪手---爆炒猪肝---美妙绝伦之白莲花---凉拌菠菜,0.012,0.846
美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---凉拌菠菜,0.012,0.846
芹菜炒腰花---辣炒鱿鱼---麻辣小龙虾---自制猪肉脯,0.012,0.846
芹菜炒腰花---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.012,0.846
白胡椒胡萝卜羊肉汤---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.012,0.846
孜然羊排---桂圆枸杞鸽子汤---凉拌菠菜,0.012,0.846
红酒炖羊肉---辣炒鱿鱼---凉拌菠菜,0.012,0.846
皮蛋瘦肉粥---辣炒鱿鱼---五色糯米饭(七色),0.012,0.611
凉拌菠菜---蛋挞---麻辣小龙虾---辣炒鱿鱼,0.012,0.611
凉拌菠菜---剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.786
凉拌菠菜---白胡椒胡萝卜羊肉汤---辣炒鱿鱼---麻辣小龙虾,0.012,0.611
凉拌菠菜---剁椒鱼头---美妙绝伦之白莲花---辣炒鱿鱼,0.012,0.524
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.012,0.786
凉拌菠菜---孜然羊排---豌豆薯仔猪骨汤---蒙古烤羊腿,0.012,0.846
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.012,0.611
爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼,0.012,0.611
剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---豌豆薯仔猪骨汤,0.012,0.611
剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.012,0.611
爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---芝士烩波士顿龙虾,0.012,0.611
凉拌菠菜---剁椒鱼头---自制猪肉脯---辣炒鱿鱼---爆炒猪肝,0.012,0.611
剁椒鱼头---辣炒鱿鱼---香酥两吃大虾---芹菜炒腰花,0.012,0.611
爆炒猪肝---自制猪肉脯---谷稻小庄---辣炒鱿鱼,0.012,0.611
焖猪手---芹菜炒腰花---蒙古烤羊腿---剁椒鱼头,0.012,0.611
焖猪手---芹菜炒腰花---蒙古烤羊腿---爆炒猪肝,0.012,0.611
美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.012,0.611
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---芝士烩波士顿龙虾,0.012,0.611
美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄,0.012,0.611
爆炒猪肝---自制猪肉脯---谷稻小庄---芝士烩波士顿龙虾,0.012,0.611
凉拌菠菜---孜然羊排---自制猪肉脯---蒙古烤羊腿,0.012,0.611
凉拌菠菜---美妙绝伦之白莲花---蒙古烤羊腿---孜然羊排,0.012,0.611
孜然羊排---美妙绝伦之白莲花---蒙古烤羊腿---凉拌菠菜,0.012,0.611
凉拌菠菜---美妙绝伦之白莲花---蒙古烤羊腿---剁椒鱼头,0.012,0.611
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---芹菜炒腰花,0.012,0.611
美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---凉拌菠菜,0.012,0.611
自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---芹菜炒腰花,0.012,0.611
水煮鱼---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.012,0.611
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄,0.012,0.786
剁椒鱼头---自制猪肉脯---香酥两吃大虾---凉拌菠菜,0.012,0.786
美妙绝伦之白莲花---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.012,0.786
自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.55
白胡椒胡萝卜羊肉汤---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.012,1.0
白胡椒胡萝卜羊肉汤---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.012,1.0
凉拌菠菜---剁椒鱼头---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.012,1.0
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.012,1.0
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.012,1.0
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.012,1.0
爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.012,1.0
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.012,1.0
自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---爆炒猪肝,0.012,0.55
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---谷稻小庄,0.012,0.55
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---谷稻小庄,0.012,0.55
凉拌菠菜---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.012,0.55
剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---豌豆薯仔猪骨汤,0.012,0.55
剁椒鱼头---美妙绝伦之白莲花---自制猪肉脯---凉拌菠菜,0.012,1.0
剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾,0.012,0.55
炝炒大白菜---谷稻小庄---辣炒鱿鱼---焖猪手,0.012,0.55
剁椒鱼头---焖猪手---蒙古烤羊腿---自制猪肉脯,0.012,0.55
焖猪手---自制猪肉脯---蒙古烤羊腿---剁椒鱼头,0.012,0.55
剁椒鱼头---焖猪手---蒙古烤羊腿---芹菜炒腰花,0.012,0.55
焖猪手---自制猪肉脯---蒙古烤羊腿---谷稻小庄,0.012,0.55
焖猪手---美妙绝伦之白莲花---自制猪肉脯---谷稻小庄,0.012,0.55
焖猪手---美妙绝伦之白莲花---自制猪肉脯---爆炒猪肝,0.012,0.55
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.012,0.55
爆炒猪肝---芹菜炒腰花---谷稻小庄---芝士烩波士顿龙虾,0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---剁椒鱼头,0.012,0.55
凉拌菠菜---剁椒鱼头---香酥两吃大虾---自制猪肉脯,0.012,0.55
芹菜炒腰花---豌豆薯仔猪骨汤---香酥两吃大虾---焖猪手,0.012,1.0
剁椒鱼头---美妙绝伦之白莲花---蒙古烤羊腿---凉拌菠菜,0.012,1.0
凉拌菠菜---美妙绝伦之白莲花---辣炒鱿鱼---自制猪肉脯,0.012,0.55
剁椒鱼头---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---凉拌菠菜,0.012,0.846
水煮鱼---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾,0.012,0.524
凉拌蒜蓉西兰花---清爽拌凉面---五色糯米饭(七色),0.012,0.524
山药养生粥---谷稻小庄---自制猪肉脯,0.012,0.524
白斩鸡---谷稻小庄---五色糯米饭(七色),0.012,0.524
意文柠檬汁---香酥两吃大虾---自制猪肉脯,0.012,0.524
意文柠檬汁---香酥两吃大虾---五色糯米饭(七色),0.012,0.524
水煮鱼---独家薄荷鲜虾牛肉卷---辣炒鱿鱼,0.012,0.524
独家薄荷鲜虾牛肉卷---辣炒鱿鱼---水煮鱼,0.012,0.524
大蒜苋菜---芝士烩波士顿龙虾---焖猪手,0.012,0.524
爆炒双丝---芝士烩波士顿龙虾---五色糯米饭(七色),0.012,0.524
芝麻烤紫菜---西瓜胡萝卜沙拉---谷稻小庄,0.012,0.524
拌土豆丝---西瓜胡萝卜沙拉---五色糯米饭(七色),0.012,0.524
凉拌菠菜---剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.012,0.846
剁椒鱼头---美妙绝伦之白莲花---辣炒鱿鱼---凉拌菠菜,0.012,1.0
爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.012,0.846
自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.012,0.846
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.012,0.846
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.012,0.846
剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.846
凉拌菠菜---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.012,0.846
凉拌菠菜---剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.012,0.846
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.846
凉拌菠菜---剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---自制猪肉脯,0.012,0.846
姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.012,1.0
凉拌菠菜---蒜香辣花甲---豌豆薯仔猪骨汤---焖猪手,0.012,1.0
焖猪手---美妙绝伦之白莲花---豌豆薯仔猪骨汤---凉拌菠菜,0.012,1.0
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---辣炒鱿鱼,0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---辣炒鱿鱼---芹菜炒腰花,0.012,0.55
美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.012,0.786
爆炒猪肝---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.012,0.846
凉拌菠菜---剁椒鱼头---美妙绝伦之白莲花---自制猪肉脯,0.012,0.524
自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---爆炒猪肝,0.012,0.524
自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---美妙绝伦之白莲花,0.012,0.524
剁椒鱼头---焖猪手---自制猪肉脯---谷稻小庄,0.012,0.524
剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿,0.012,0.524
焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.012,0.846
水煮鱼---焖猪手---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.012,0.846
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---谷稻小庄---自制猪肉脯,0.012,0.846
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.012,0.846
孜然羊排---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.012,0.846
剁椒鱼头---爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼,0.012,0.846
爆炒猪肝---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.012,0.846
清蒸海鱼---自制猪肉脯---芹菜炒腰花---谷稻小庄,0.012,0.846
剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.012,1.0
清蒸海鱼---爆炒猪肝---芹菜炒腰花---自制猪肉脯,0.012,0.846
清蒸海鱼---自制猪肉脯---芹菜炒腰花---爆炒猪肝,0.012,0.846
剁椒鱼头---芹菜炒腰花---谷稻小庄---焖猪手,0.012,0.846
自制猪肉脯---蒙古烤羊腿---谷稻小庄---焖猪手,0.012,0.846
焖猪手---爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯,0.012,0.846
蒜香辣花甲---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.786
辣炒鱿鱼---鱼香肉丝拌面---水煮鱼,0.012,0.786
水煮鱼---蒙古烤羊腿---麻辣小龙虾---凉拌菠菜,0.012,0.786
水煮鱼---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.012,0.786
自制猪肉脯---芹菜炒腰花---麻辣小龙虾---辣炒鱿鱼,0.012,0.786
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼,0.012,0.786
水煮鱼---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.012,0.786
凉拌菠菜---剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.012,1.0
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---谷稻小庄---芹菜炒腰花,0.012,1.0
凉拌菠菜---蒙古烤羊腿---香酥两吃大虾---辣炒鱿鱼,0.012,0.55
水煮鱼---皮蛋瘦肉粥---五色糯米饭(七色),0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---辣炒鱿鱼---剁椒鱼头,0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾,0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---自制猪肉脯,0.012,0.55
凉拌菠菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花,0.012,0.55
孜然羊排---芹菜炒腰花---蒙古烤羊腿,0.012,0.55
炝炒大白菜---芹菜炒腰花---谷稻小庄,0.012,0.55
孜然羊排---芹菜炒腰花---谷稻小庄,0.012,0.55
五色糯米饭(七色)---培根紫菜卷---谷稻小庄,0.012,0.55
照烧鸡腿---谷稻小庄---辣炒鱿鱼,0.012,0.55
清蒸海鱼---美妙绝伦之白莲花---谷稻小庄,0.012,0.55
清蒸海鱼---美妙绝伦之白莲花---爆炒猪肝,0.012,0.55
培根紫菜卷---水煮鱼---辣炒鱿鱼,0.012,0.55
凉拌菠菜---剁椒鱼头---美妙绝伦之白莲花---蒙古烤羊腿,0.012,0.524
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.012,1.0
白胡椒胡萝卜羊肉汤---香酥两吃大虾---凉拌菠菜,0.012,0.55
凉拌蒜蓉西兰花---剁椒鱼头---凉拌菠菜,0.012,0.55
小米南瓜粥---辣炒鱿鱼---凉拌菠菜,0.012,0.55
芝麻烤紫菜---蛋挞---凉拌菠菜,0.012,0.55
焖猪手---香烤牛排---凉拌菠菜,0.012,0.55
焖猪手---香烤牛排---麻辣小龙虾,0.012,0.55
红酒炖羊肉---麻辣小龙虾---凉拌菠菜,0.012,0.55
剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.012,1.0
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.012,1.0
剁椒鱼头---焖猪手---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.012,1.0
剁椒鱼头---焖猪手---自制猪肉脯---谷稻小庄---芹菜炒腰花,0.012,1.0
爆炒猪肝---自制猪肉脯---谷稻小庄---辣炒鱿鱼---芹菜炒腰花,0.012,1.0
凉拌蒜蓉西兰花---蒙古烤羊腿---凉拌菠菜,0.012,0.55
爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---自制猪肉脯,0.012,0.688
剁椒鱼头---自制猪肉脯---芹菜炒腰花---谷稻小庄---焖猪手,0.012,0.917
美妙绝伦之白莲花---芝士烩波士顿龙虾---谷稻小庄---自制猪肉脯,0.012,0.647
剁椒鱼头---爆炒猪肝---辣炒鱿鱼---蒙古烤羊腿,0.012,0.647
清蒸海鱼---自制猪肉脯---谷稻小庄---芹菜炒腰花,0.012,0.647
炝炒大白菜---焖猪手---谷稻小庄---辣炒鱿鱼,0.012,0.647
剁椒鱼头---焖猪手---谷稻小庄---自制猪肉脯,0.012,0.647
剁椒鱼头---焖猪手---谷稻小庄---芹菜炒腰花,0.012,0.647
焖猪手---蒙古烤羊腿---谷稻小庄---自制猪肉脯,0.012,0.647
美妙绝伦之白莲花---自制猪肉脯---谷稻小庄---焖猪手,0.012,0.647
美妙绝伦之白莲花---自制猪肉脯---谷稻小庄---芝士烩波士顿龙虾,0.012,0.647
剁椒鱼头---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.012,0.647
姜葱炒花蟹---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.917
炝炒大白菜---焖猪手---自制猪肉脯---凉拌菠菜,0.012,0.647
凉拌菠菜---炝炒大白菜---谷稻小庄---焖猪手,0.012,0.647
炝炒大白菜---焖猪手---谷稻小庄---凉拌菠菜,0.012,0.647
凉拌菠菜---爆炒猪肝---芝士烩波士顿龙虾---焖猪手,0.012,0.647
凉拌菠菜---剁椒鱼头---麻辣小龙虾---辣炒鱿鱼,0.012,0.647
孜然羊排---清爽拌凉面---五色糯米饭(七色),0.012,0.647
冰糖红豆薏米粥---芹菜炒腰花---谷稻小庄,0.012,0.647
自制猪肉脯---香烤牛排---辣炒鱿鱼,0.012,0.647
凉拌菠菜---水煮鱼---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.012,0.647
凉拌菠菜---焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼,0.012,0.647
凉拌菠菜---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---剁椒鱼头,0.012,0.647
凉拌菠菜---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---剁椒鱼头,0.012,0.647
剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼---凉拌菠菜,0.012,0.917
凉拌菠菜---剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼,0.012,0.917
水煮鱼---蒙古烤羊腿---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.917
焖猪手---蒜香辣花甲---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.917
蒙古烤羊腿---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.012,0.917
孜然羊排---蒙古烤羊腿---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.917
孜然羊排---自制猪肉脯---蒙古烤羊腿---凉拌菠菜,0.012,0.917
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.012,0.917
剁椒鱼头---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---凉拌菠菜,0.012,0.917
凉拌菠菜---爆炒猪肝---自制猪肉脯---谷稻小庄---焖猪手,0.012,0.917
凉拌菠菜---焖猪手---爆炒猪肝---谷稻小庄---芹菜炒腰花,0.012,0.917
凉拌菠菜---自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.012,0.917
爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---谷稻小庄,0.012,0.647
剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.012,0.647
焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.012,0.647
凉拌菠菜---剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---豌豆薯仔猪骨汤,0.012,0.647
凉拌菠菜---剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.012,0.647
蒙古烤羊腿---蒜香辣花甲---辣炒鱿鱼,0.012,0.647
白胡椒胡萝卜羊肉汤---自制猪肉脯---辣炒鱿鱼,0.012,0.647
炝炒大白菜---豌豆薯仔猪骨汤---焖猪手,0.012,0.647
芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.012,0.733
五色糯米饭(七色)---凉拌菠菜---焖猪手---芝士烩波士顿龙虾,0.012,0.733
凉拌菠菜---美妙绝伦之白莲花---豌豆薯仔猪骨汤---焖猪手,0.012,0.733
凉拌菠菜---焖猪手---蒜香辣花甲---豌豆薯仔猪骨汤,0.012,0.733
凉拌菠菜---水煮鱼---芹菜炒腰花---自制猪肉脯,0.012,0.733
