rule,support,confidence
辣炒鱿鱼---香辣爆羊肝---水煮鱼,0.011,0.625
自制猪肉脯---香菇鹌鹑蛋---香酥两吃大虾,0.011,0.625
葱油凉拌藕片---蒙古烤羊腿---辣炒鱿鱼,0.011,0.625
孜然羊排---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.625
冰糖红豆薏米粥---剁椒鱼头---谷稻小庄,0.011,0.625
清蒸海鱼---焖猪手---芝士烩波士顿龙虾---凉拌菠菜,0.011,0.625
剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.769
凉拌菠菜---剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼,0.011,0.769
剁椒鱼头---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.011,0.625
炝炒大白菜---自制猪肉脯---芝士烩波士顿龙虾---焖猪手,0.011,0.909
孜然羊排---红酒炖羊肉---凉拌菠菜,0.011,0.909
孜然羊排---芝麻烤紫菜---蒙古烤羊腿,0.011,0.909
姜葱炒花蟹---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.011,0.909
芹菜炒腰花---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.011,0.909
姜葱炒花蟹---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.011,0.909
剁椒鱼头---自制猪肉脯---豌豆薯仔猪骨汤---凉拌菠菜,0.011,0.909
芹菜炒腰花---蒙古烤羊腿---豌豆薯仔猪骨汤---凉拌菠菜,0.011,0.909
炝炒大白菜---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.011,0.909
炝炒大白菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---焖猪手,0.011,0.909
姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.011,0.909
凉拌菠菜---剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.011,0.769
姜葱炒花蟹---芹菜炒腰花---蒙古烤羊腿---焖猪手,0.011,0.909
姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.011,0.909
剁椒鱼头---姜葱炒花蟹---焖猪手---辣炒鱿鱼,0.011,0.909
剁椒鱼头---爆炒猪肝---谷稻小庄---焖猪手,0.011,0.909
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.769
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.011,1.0
剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.011,1.0
剁椒鱼头---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.011,1.0
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.011,1.0
凉拌菠菜---清蒸海鱼---芝士烩波士顿龙虾---焖猪手,0.011,0.625
爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---凉拌菠菜,0.011,0.625
凉拌菠菜---炝炒大白菜---焖猪手---芝士烩波士顿龙虾,0.011,0.625
凉拌菠菜---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.625
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---芹菜炒腰花,0.011,0.625
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---自制猪肉脯,0.011,0.625
凉拌菠菜---剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.625
焖猪手---自制猪肉脯---芹菜炒腰花---香酥两吃大虾---凉拌菠菜,0.011,0.625
凉拌菠菜---蒙古烤羊腿---谷稻小庄---辣炒鱿鱼---剁椒鱼头,0.011,0.625
凉拌菠菜---孜然羊排---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.011,0.625
凉拌菠菜---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.625
凉拌菠菜---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.011,0.625
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---剁椒鱼头,0.011,0.625
焖猪手---爆炒猪肝---芹菜炒腰花---谷稻小庄---芝士烩波士顿龙虾,0.011,0.625
剁椒鱼头---水煮鱼---辣炒鱿鱼---凉拌菠菜,0.011,0.625
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---爆炒猪肝,0.011,0.625
焖猪手---爆炒猪肝---自制猪肉脯---谷稻小庄---芝士烩波士顿龙虾,0.011,0.625
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---清蒸海鱼,0.011,0.625
焖猪手---爆炒猪肝---芹菜炒腰花---谷稻小庄---辣炒鱿鱼,0.011,0.625
焖猪手---爆炒猪肝---自制猪肉脯---谷稻小庄---辣炒鱿鱼,0.011,0.625
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.011,0.625
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.011,0.625
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.011,0.625
焖猪手---自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---剁椒鱼头,0.011,0.625
凉拌菠菜---焖猪手---芹菜炒腰花---蒙古烤羊腿---剁椒鱼头,0.011,0.625
凉拌菠菜---姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.011,0.625
凉拌菠菜---姜葱炒花蟹---焖猪手---蒙古烤羊腿---芹菜炒腰花,0.011,0.625
凉拌菠菜---焖猪手---芹菜炒腰花---蒙古烤羊腿---姜葱炒花蟹,0.011,0.625
凉拌菠菜---焖猪手---白胡椒胡萝卜羊肉汤---辣炒鱿鱼,0.011,0.625
焖猪手---豌豆薯仔猪骨汤---香酥两吃大虾---凉拌菠菜,0.011,0.625
凉拌菠菜---炝炒大白菜---焖猪手---辣炒鱿鱼,0.011,0.625
凉拌菠菜---炝炒大白菜---焖猪手---芹菜炒腰花,0.011,0.625
凉拌菠菜---炝炒大白菜---焖猪手---美妙绝伦之白莲花,0.011,0.625
美妙绝伦之白莲花---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.011,0.625
爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.011,0.625
清蒸海鱼---焖猪手---芝士烩波士顿龙虾---爆炒猪肝,0.011,0.625
清蒸海鱼---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花,0.011,0.625
爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---清蒸海鱼,0.011,0.625
清蒸海鱼---芝士烩波士顿龙虾---谷稻小庄---爆炒猪肝,0.011,0.625
五色糯米饭(七色)---焖猪手---芝士烩波士顿龙虾---谷稻小庄,0.011,0.625
水煮鱼---番茄有机花菜---谷稻小庄---辣炒鱿鱼,0.011,0.625
剁椒鱼头---蒙古烤羊腿---谷稻小庄---焖猪手,0.011,0.625
孜然羊排---自制猪肉脯---辣炒鱿鱼---焖猪手,0.011,0.625
孜然羊排---自制猪肉脯---辣炒鱿鱼---爆炒猪肝,0.011,0.625
孜然羊排---自制猪肉脯---辣炒鱿鱼---蒙古烤羊腿,0.011,0.625
凉拌菠菜---孜然羊排---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾,0.011,0.625
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---芝士烩波士顿龙虾,0.011,0.625
芹菜炒腰花---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.011,1.0
焖猪手---爆炒猪肝---谷稻小庄---辣炒鱿鱼---自制猪肉脯,0.011,1.0
焖猪手---爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.011,1.0
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---蒙古烤羊腿,0.011,0.714
凉拌菠菜---自制猪肉脯---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.011,1.0
蒙古烤羊腿---谷稻小庄---麻辣小龙虾---凉拌菠菜,0.011,0.714
凉拌菠菜---蒙古烤羊腿---香烤牛排---麻辣小龙虾,0.011,0.714
凉拌菠菜---自制猪肉脯---麻辣小龙虾---蒙古烤羊腿,0.011,0.714
水煮鱼---自制猪肉脯---麻辣小龙虾---辣炒鱿鱼,0.011,0.714
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---凉拌菠菜,0.011,0.714
炝炒大白菜---焖猪手---芝士烩波士顿龙虾---凉拌菠菜,0.011,0.714
凉拌菠菜---炝炒大白菜---芝士烩波士顿龙虾---焖猪手,0.011,0.714
凉拌菠菜---姜葱炒花蟹---自制猪肉脯---焖猪手,0.011,0.714
凉拌菠菜---姜葱炒花蟹---自制猪肉脯---蒙古烤羊腿,0.011,0.714
凉拌菠菜---爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.011,1.0
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---自制猪肉脯,0.011,0.714
凉拌菠菜---姜葱炒花蟹---自制猪肉脯---芹菜炒腰花,0.011,0.714
水煮鱼---焖猪手---芹菜炒腰花---凉拌菠菜,0.011,0.714
水煮鱼---焖猪手---豌豆薯仔猪骨汤---凉拌菠菜,0.011,0.714
凉拌菠菜---美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.011,0.909
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---自制猪肉脯,0.011,0.909
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.011,0.909
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.011,0.909
凉拌菠菜---剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼---蒙古烤羊腿,0.011,0.909
焖猪手---芹菜炒腰花---辣炒鱿鱼---麻辣小龙虾---自制猪肉脯,0.011,1.0
凉拌菠菜---爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.011,1.0
凉拌菠菜---爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,1.0
农夫山泉NFC果汁100%橙汁---谷稻小庄---辣炒鱿鱼,0.011,0.714
孜然羊排---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.011,1.0
凉拌菠菜---炝炒大白菜---焖猪手---芹菜炒腰花---自制猪肉脯,0.011,1.0
凉拌菠菜---炝炒大白菜---自制猪肉脯---芹菜炒腰花---焖猪手,0.011,1.0
凉拌菠菜---剁椒鱼头---自制猪肉脯---豌豆薯仔猪骨汤---焖猪手,0.011,1.0
剁椒鱼头---焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---凉拌菠菜,0.011,1.0
凉拌菠菜---爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---焖猪手,0.011,1.0
凉拌菠菜---剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼,0.011,1.0
爆炒双丝---蛋挞---西瓜胡萝卜沙拉,0.011,0.714
五色糯米饭(七色)---芝麻烤紫菜---西瓜胡萝卜沙拉,0.011,0.714
大蒜苋菜---清蒸海鱼---凉拌菠菜,0.011,0.714
姜葱炒花蟹---焖猪手---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.011,1.0
辣炒鱿鱼---鱼香肉丝拌面---谷稻小庄,0.011,0.714
照烧鸡腿---蒙古烤羊腿---谷稻小庄,0.011,0.714
凉拌菠菜---自制猪肉脯---麻辣小龙虾---焖猪手,0.011,0.714
凉拌菠菜---爆炒猪肝---麻辣小龙虾---辣炒鱿鱼,0.011,0.714
剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.011,1.0
凉拌菠菜---姜葱炒花蟹---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.011,1.0
姜葱炒花蟹---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.011,1.0
凉拌菠菜---姜葱炒花蟹---芹菜炒腰花---蒙古烤羊腿---焖猪手,0.011,1.0
姜葱炒花蟹---焖猪手---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.011,1.0
炝炒大白菜---焖猪手---辣炒鱿鱼---凉拌菠菜,0.011,0.714
炝炒大白菜---焖猪手---芹菜炒腰花---凉拌菠菜,0.011,0.714
凉拌菠菜---炝炒大白菜---美妙绝伦之白莲花---焖猪手,0.011,0.714
清蒸海鱼---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.011,1.0
凉拌菠菜---炝炒大白菜---焖猪手---自制猪肉脯---芹菜炒腰花,0.011,0.909
剁椒鱼头---爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.011,0.909
自制猪肉脯---蒙古烤羊腿---豌豆薯仔猪骨汤---焖猪手,0.011,1.0
孜然羊排---焖猪手---芹菜炒腰花---自制猪肉脯,0.011,1.0
焖猪手---自制猪肉脯---香烤牛排---芹菜炒腰花,0.011,1.0
自制猪肉脯---芹菜炒腰花---香烤牛排---焖猪手,0.011,1.0
水煮鱼---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.011,1.0
剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼,0.011,1.0
剁椒鱼头---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.011,1.0
凉拌菠菜---剁椒鱼头---谷稻小庄---辣炒鱿鱼---蒙古烤羊腿,0.011,0.909
清蒸海鱼---爆炒猪肝---自制猪肉脯---凉拌菠菜,0.011,0.714
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---谷稻小庄---辣炒鱿鱼,0.011,0.909
剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.011,0.909
凉拌菠菜---孜然羊排---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.011,0.909
孜然羊排---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.011,0.909
自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.011,0.909
剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.011,0.833
焖猪手---爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.011,0.833
清蒸海鱼---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.011,1.0
美妙绝伦之白莲花---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.011,1.0
剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿---凉拌菠菜,0.011,0.909
剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿---凉拌菠菜,0.011,0.909
剁椒鱼头---焖猪手---芹菜炒腰花---香酥两吃大虾---凉拌菠菜,0.011,0.909
凉拌菠菜---焖猪手---爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯,0.011,0.909
凉拌菠菜---清蒸海鱼---自制猪肉脯---爆炒猪肝,0.011,0.714
孜然羊排---爆炒猪肝---芹菜炒腰花---自制猪肉脯,0.011,1.0
自制猪肉脯---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,1.0
凉拌菠菜---清蒸海鱼---自制猪肉脯---谷稻小庄,0.011,0.714
白胡椒胡萝卜羊肉汤---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.011,0.714
凉拌菠菜---孜然羊排---芹菜炒腰花---辣炒鱿鱼,0.011,0.714
凉拌菠菜---蒙古烤羊腿---香烤牛排---辣炒鱿鱼,0.011,0.714
焖猪手---美妙绝伦之白莲花---谷稻小庄---芝士烩波士顿龙虾,0.011,0.714
自制猪肉脯---芝士烩波士顿龙虾---辣炒鱿鱼---焖猪手,0.011,0.714
炝炒大白菜---焖猪手---芝士烩波士顿龙虾---谷稻小庄,0.011,0.714
炝炒大白菜---焖猪手---芝士烩波士顿龙虾---美妙绝伦之白莲花,0.011,0.714
炝炒大白菜---焖猪手---芝士烩波士顿龙虾---自制猪肉脯,0.011,0.714
姜葱炒花蟹---焖猪手---芹菜炒腰花---辣炒鱿鱼,0.011,0.714
姜葱炒花蟹---自制猪肉脯---辣炒鱿鱼---焖猪手,0.011,0.714
姜葱炒花蟹---焖猪手---芹菜炒腰花---蒙古烤羊腿,0.011,0.714
姜葱炒花蟹---焖猪手---芹菜炒腰花---自制猪肉脯,0.011,0.714
姜葱炒花蟹---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.011,0.714
焖猪手---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.011,0.909
焖猪手---爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---凉拌菠菜,0.011,0.909
凉拌菠菜---孜然羊排---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.011,1.0
剁椒鱼头---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.011,1.0
焖猪手---爆炒猪肝---谷稻小庄---辣炒鱿鱼---芹菜炒腰花,0.011,1.0
五色糯米饭(七色)---紫薯面包卷---谷稻小庄,0.011,0.588
孜然羊排---香菇鹌鹑蛋---凉拌菠菜,0.011,0.588
小米南瓜粥---芹菜炒腰花---凉拌菠菜,0.011,0.588
蒙古烤羊腿---酸辣藕丁---凉拌菠菜,0.011,0.588
水煮鱼---白斩鸡---辣炒鱿鱼,0.011,0.588
水煮鱼---炝炒大白菜---谷稻小庄,0.011,0.588
白胡椒胡萝卜羊肉汤---自制猪肉脯---水煮鱼,0.011,0.588
自制猪肉脯---香烤牛排---焖猪手,0.011,0.588
大蒜苋菜---自制猪肉脯---焖猪手,0.011,0.588
大蒜苋菜---自制猪肉脯---爆炒猪肝,0.011,0.588
白胡椒胡萝卜羊肉汤---自制猪肉脯---谷稻小庄,0.011,0.588
独家薄荷鲜虾牛肉卷---番茄炖牛腩---谷稻小庄,0.011,0.588
独家薄荷鲜虾牛肉卷---自制猪肉脯---谷稻小庄,0.011,0.588
孜然羊排---香烤牛排---蒙古烤羊腿,0.011,0.588
自制猪肉脯---香烤牛排---芹菜炒腰花,0.011,0.588
大蒜苋菜---自制猪肉脯---芹菜炒腰花,0.011,0.588
炝炒大白菜---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.588
焖猪手---芹菜炒腰花---麻辣小龙虾---辣炒鱿鱼,0.011,0.588
凉拌菠菜---爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄,0.011,0.588
凉拌菠菜---爆炒猪肝---芝士烩波士顿龙虾---芹菜炒腰花,0.011,0.588
凉拌菠菜---爆炒猪肝---芝士烩波士顿龙虾---自制猪肉脯,0.011,0.588
水煮鱼---蛋挞---凉拌菠菜,0.011,0.588
番茄炖牛腩---自制猪肉脯---辣炒鱿鱼,0.011,0.588
剁椒鱼头---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.011,1.0
剁椒鱼头---自制猪肉脯---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,0.909
清爽拌凉面---鱼香肉丝拌面---水煮鱼,0.011,0.769
清爽拌凉面---芝士烩波士顿龙虾---五色糯米饭(七色),0.011,0.769
清爽拌凉面---蒙古烤羊腿---凉拌菠菜,0.011,0.769
农夫山泉NFC果汁100%橙汁---美妙绝伦之白莲花---凉拌菠菜,0.011,0.769
剁椒鱼头---自制猪肉脯---豌豆薯仔猪骨汤---焖猪手,0.011,0.909
芹菜炒腰花---蒙古烤羊腿---豌豆薯仔猪骨汤---焖猪手,0.011,0.909
炝炒大白菜---美妙绝伦之白莲花---自制猪肉脯---焖猪手,0.011,0.909
芹菜炒腰花---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.909
剁椒鱼头---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花,0.011,0.909
水煮鱼---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.011,0.909
42度海之蓝---香酥两吃大虾,0.011,0.588
凉拌菠菜---水煮鱼---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.011,0.909
自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---麻辣小龙虾---焖猪手,0.011,0.909
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---焖猪手,0.011,0.909
凉拌菠菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.011,0.909
清蒸海鱼---焖猪手---自制猪肉脯---芹菜炒腰花---芝士烩波士顿龙虾,0.011,1.0
清蒸海鱼---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.011,1.0
清蒸海鱼---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---焖猪手,0.011,1.0
清蒸海鱼---焖猪手---自制猪肉脯---谷稻小庄---芝士烩波士顿龙虾,0.011,1.0
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---自制猪肉脯,0.011,1.0
凉拌菠菜---清蒸海鱼---爆炒猪肝---谷稻小庄,0.011,0.588
凉拌菠菜---清蒸海鱼---爆炒猪肝---自制猪肉脯,0.011,0.588
清蒸海鱼---自制猪肉脯---谷稻小庄---凉拌菠菜,0.011,0.588
焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---剁椒鱼头,0.011,0.588
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---豌豆薯仔猪骨汤,0.011,0.588
凉拌菠菜---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---剁椒鱼头,0.011,0.588
凉拌菠菜---剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.011,0.588
凉拌菠菜---剁椒鱼头---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾,0.011,0.588
焖猪手---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---爆炒猪肝,0.011,0.588
焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---爆炒猪肝,0.011,0.588
焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼---谷稻小庄,0.011,0.588
焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---豌豆薯仔猪骨汤,0.011,0.588
焖猪手---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---豌豆薯仔猪骨汤,0.011,0.588
剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---谷稻小庄,0.011,0.588
孜然羊排---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.011,0.588
剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---豌豆薯仔猪骨汤,0.011,0.588
焖猪手---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.011,0.588
剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.011,0.588
爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---剁椒鱼头,0.011,0.588
焖猪手---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---爆炒猪肝,0.011,0.588
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.011,1.0
美妙绝伦之白莲花---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---凉拌菠菜,0.011,0.909
凉拌菠菜---美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.011,0.909
凉拌菠菜---剁椒鱼头---自制猪肉脯---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,1.0
凉拌菠菜---焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.588
凉拌菠菜---剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿,0.011,0.588
凉拌菠菜---焖猪手---自制猪肉脯---蒙古烤羊腿---剁椒鱼头,0.011,0.588
凉拌菠菜---焖猪手---自制猪肉脯---豌豆薯仔猪骨汤---爆炒猪肝,0.011,0.588
凉拌菠菜---爆炒猪肝---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.588
美妙绝伦之白莲花---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.011,0.588
炝炒大白菜---焖猪手---谷稻小庄---芝士烩波士顿龙虾,0.011,0.588
炝炒大白菜---焖猪手---自制猪肉脯---芝士烩波士顿龙虾,0.011,0.588
姜葱炒花蟹---焖猪手---辣炒鱿鱼---芹菜炒腰花,0.011,0.588
姜葱炒花蟹---焖猪手---辣炒鱿鱼---自制猪肉脯,0.011,0.588
姜葱炒花蟹---焖猪手---蒙古烤羊腿---芹菜炒腰花,0.011,0.588
姜葱炒花蟹---焖猪手---辣炒鱿鱼---剁椒鱼头,0.011,0.588
姜葱炒花蟹---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.011,0.588
清蒸海鱼---自制猪肉脯---谷稻小庄---焖猪手,0.011,0.588
焖猪手---美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼,0.011,0.588
焖猪手---美妙绝伦之白莲花---芹菜炒腰花---爆炒猪肝,0.011,0.588
剁椒鱼头---焖猪手---谷稻小庄---爆炒猪肝,0.011,0.588
焖猪手---蒙古烤羊腿---谷稻小庄---剁椒鱼头,0.011,0.588
剁椒鱼头---焖猪手---谷稻小庄---蒙古烤羊腿,0.011,0.588
炝炒大白菜---焖猪手---自制猪肉脯---美妙绝伦之白莲花,0.011,0.588
清蒸海鱼---自制猪肉脯---谷稻小庄---爆炒猪肝,0.011,0.588
自制猪肉脯---芹菜炒腰花---蒙古烤羊腿---剁椒鱼头,0.011,0.588
凉拌菠菜---水煮鱼---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾,0.011,0.588
美妙绝伦之白莲花---香菇鹌鹑蛋---凉拌菠菜,0.011,0.588
